,0
0,2.8248560843500856
1,2.6245022480804714
2,2.406431465034763
3,2.2664438003150735
4,2.19083552324836
5,2.2370722931910656
6,2.227086104928847
7,2.47524052844539
8,2.4230752561003905
9,1.9597440645537338
10,1.5198158328893006
11,0.3605996884830116
12,-0.10910294821656041
13,-0.5304447698983572
14,-1.723210403727815
15,-1.2478770668543784
16,-1.0276122470004787
17,-0.8162706963367179
18,0.35985711559097
19,-0.20760287257838028
20,0.5366310044501961
21,0.989623895315614
22,2.040452547480602
23,3.41890520590117
24,3.9036591317040235
25,3.8165157238560026
26,3.752782108942688
27,3.734807627812183
28,3.7751136698913195
29,3.792351390980916
30,3.073948330308184
31,3.114652305583532
32,2.9947760326079926
33,2.7149729236921303
34,2.4428010009575907
35,1.215811101723089
36,0.9263151705974249
37,1.1464584425562196
38,0.06178724926537482
39,-0.7162518175385015
40,0.14428961565786969
41,0.3458690995971354
42,1.2879364740455252
43,2.1553444000562485
44,2.5583935277742005
45,2.0426197997564697
46,2.378246138257676
47,2.5741414820391664
48,2.3474518341840342
49,2.253161842760957
50,2.307738072715192
51,2.2584326402853225
52,2.2674598624841895
53,2.2227914448183896
54,2.307524329498177
55,2.920742108644588
56,1.6740249977355413
57,2.2771624833708266
58,0.24506064154392826
59,-5.381919514262485
60,-4.043833491586
61,-0.3712860717302693
62,-0.1770872595437667
63,-1.0457069061897903
64,-1.1130678305399297
65,-1.385750176898323
66,-2.0936324292625286
67,1.0331732177938968
68,3.2859729332364602
69,3.6470695868242546
70,4.063953271411676
71,3.2113009454531154
72,3.183078807303356
73,4.281491726912472
74,4.182679644505769
75,4.123842943340218
76,4.04702837817057
77,3.1286169509741573
78,1.9046420704534024
79,0.7650701450198389
80,-1.4386956296216762
81,-1.8872823177414344
82,0.2547735931279118
83,0.5913587019602695
84,0.40405362430917036
85,0.40792056120340003
86,0.5300155437181635
87,1.4312299275895979
88,1.4156766878797384
89,1.0179005224160629
90,1.487089275673039
91,2.421031184785618
92,2.5615386399073907
93,3.283130173785604
94,3.375333440511703
95,3.4640937475792803
96,3.3287571833982126
97,3.225849849889692
98,3.199717379756537
99,3.282120310498544
100,3.452743273840661
101,2.703610481947254
102,2.801383042780624
103,3.3855365639760264
104,4.2605844253469085
105,3.112541907425023
106,2.861399522189267
107,1.3699848055707737
108,0.6646530417558862
109,0.09440305277883043
110,-0.9924579805317859
111,-1.290874278040993
112,-1.3225238543244013
113,-0.792493762641596
114,-0.23737855730491786
115,0.5580550127298167
116,1.8911590604020594
117,3.1199291237578635
118,3.104245972995036
119,3.439508230681723
120,2.878145729360147
121,1.9613172415635094
122,1.8159313879944914
123,1.7231682908357226
124,1.623844759489967
125,1.5430049201361418
126,1.4719946316499812
127,2.3443360766890224
128,2.556756906562686
129,2.317913338294942
130,1.893543124159933
131,0.9087793650649711
132,0.4695099006768677
133,-0.0864483047650908
134,-0.45219633323835806
135,-0.6055390739368436
136,0.009384566454860188
137,0.14888530235532826
138,0.48856234087020534
139,0.6495986740010848
140,1.9496642428743929
141,2.3940732339269335
142,2.7555953174304277
143,3.047028534966493
144,3.9150831650088236
145,4.075698567708854
146,4.0164140455980455
147,2.9701316437005723
148,4.230516719645063
149,2.624540042837951
150,2.023357794827744
151,2.8992795920975167
152,3.722818018208418
153,4.595931334687037
154,3.7100586596994867
155,3.207636917058612
156,1.834402850760815
157,0.12662893150914156
158,-1.5975039081588949
159,-1.5133502536584875
160,0.0319957132464439
161,1.4229179235371476
162,1.7180877616234833
163,2.0242711575853236
164,3.391939610722787
165,4.52119119772676
166,4.744240316662051
167,4.7951499093453265
168,4.889331317356923
169,4.931588219440949
170,4.82253864045825
171,4.8783793383866225
172,4.914313098581417
173,4.808397546094999
174,4.945445338441672
175,5.5437420309909555
176,5.6643362126342875
177,5.377139563535502
178,4.632713595877016
179,3.638042656753231
180,3.0362577012972167
181,2.506748243346856
182,2.138742654257771
183,1.9308976539268676
184,1.968800926328694
185,2.193508852657818
186,2.4953009375190396
187,2.751467249199391
188,2.6146060907000077
189,2.911249720050724
190,3.2121580490547252
191,3.4242532160618167
192,3.5167784550154937
193,3.3318377096422402
194,3.3006990538831866
195,4.235630596674563
196,4.389954891120433
197,4.651039433668865
198,4.76988725337501
199,4.988624204156968
200,4.986144875670657
201,4.673666875341903
202,3.2989686970993546
203,2.805048425394212
204,2.3552627378720064
205,1.8536708571208034
206,1.5452137554408893
207,1.812364160671304
208,1.7484832578697662
209,1.4778678327811083
210,1.6913182861487734
211,1.768624919460934
212,2.161926649221285
213,2.6189926764826255
214,2.997060854675061
215,3.25221907252722
216,4.148742181002769
217,4.222008095386283
218,3.6684401411244494
219,3.752248782626737
220,3.8590225974136434
221,3.8040736425667965
222,4.23651698811013
223,4.533903654311123
224,4.331314328202288
225,3.905292485515409
226,3.379163060971142
227,2.1047733391974535
228,2.1627573916374896
229,1.7926371602240228
230,1.539074773231622
231,0.7944603084095734
232,1.303929153323913
233,1.2585764889452815
234,1.255092010114938
235,1.7709210123815944
236,2.068427732110944
237,2.3459862706401298
238,3.3418750008334146
239,3.542545165759707
240,3.655746398606983
241,3.6321550945757966
242,3.6266411017346383
243,3.776652790306434
244,3.885935673219401
245,3.798253105866266
246,3.8409985737207077
247,4.288296764039686
248,4.124620833689541
249,3.7979442860966257
250,3.3156146067468915
251,2.049665595841598
252,1.6081918649708766
253,1.2358825610850348
254,0.9788522551368444
255,0.8718691245656327
256,0.7239237963453626
257,1.0137656064741791
258,1.2290698456501432
259,1.8001670386565314
260,2.4233833327968135
